Series Name,"Series Code","Country Name","Country Code","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","French Polynesia","PYF","NA","0","NA","NA","NA","NA","NA","0.090971944","0.21438525","1.316164696","3.448900232","6.3570635452072","6.25158894552365","8.20021648571522","14.1242937853107","17.8845374263753","21.5421854743002","25.1079642462589","28.59","33.87","44.6","49","49","52.8766305867993","56.8","60.68","64.560209747212","68.440419493378","72.7038953132942","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Gabon","GAB","NA","0","NA","NA","NA","NA","NA","0","0.047999009","0.17012488","0.249009564","1.21614061828589","1.34762022159633","1.93953010616212","2.65958659385985","2.97906980035019","4.89326474972412","5.48920080280135","5.76700457562583","7.5","9.5","13","18","24","30.53803344","38.07120929","45.78453653","48.0522737506185","62","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Gambia, The","GMB","NA","0","NA","NA","NA","NA","0.009217541","0.03550736","0.051311347","0.206094461","0.715827015","0.921794919066406","1.33679116648397","1.79677988296495","2.436781193062","3.30800347812937","3.79900113882231","5.23769115841218","6.20503741852418","6.88","7.63","9.2","10.8703","12.4492287209242","14","15.56","16.5","18.5","19.8364544419252","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Georgia","GEO","NA","0","NA","NA","NA","NA","0.011836885","0.040065419","0.060930333","0.102830957","0.416343567","0.484746298540492","0.992344436138154","1.58787562980332","2.55881648068489","3.88622135350273","6.07945762869794","7.52687684487832","8.26","10.01","20.07","26.9","31.52","36.94","43.3","44","47.5697596438736","58.4592896118725","59.7055045962571","62.7179081736957","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Germany","DEU","NA","0.125892223","0.250274153","0.43528529","0.463635096","0.922541043","1.837737754","3.054805234","6.711087477","9.877852428","20.84598264","30.2163466048889","31.650939416316","48.82","55.9","64.73","68.71","72.16","75.16","78","79","82","81.26999953602","82.3499984738392","84.17","86.19","87.5897993525767","84.1652066441212","84.39550077","89.7391210364906","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Ghana","GHA","NA","0","NA","NA","NA","NA","0.000347918","0.005648763","0.027537542","0.032240443","0.104895466","0.153615297625799","0.200008060324831","0.830284033818739","1.19305791098328","1.71679770389504","1.83119746104616","2.72317597313987","3.85","4.27","5.44","7.8","9","10.6","15","25.51773743","25","34.66600065","39","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Gibraltar","GIB","NA","0","NA","NA","NA","NA","NA","NA","2.662907268","4.183794329","5.936978297","19.1316381248919","21.171109436031","23.670239745714","28.3257797920554","32.8860826098395","39.0701308849385","45.29864751181","51.61","58","65.07","65","65","65.017","NA","NA","NA","94.4444715818151","NA","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Greece","GRC","NA","0","0.048788803","0.048291602","0.191062242","0.378174312","0.749616477","1.395360779","1.849634688","3.221821786","6.877292144","9.13883730776798","10.9350258080278","14.67","17.8","21.42","24","32.25","35.88","38.2","42.4","44.4","51.6499951676815","55.0699934418411","59.8663","63.21","66.835","69.08791547","70.5494334521129","72.952094201811","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Greenland","GRL","NA","0","NA","NA","NA","0.064712121","0.053940342","1.796719191","7.954504682","14.65444717","21.60261331","31.7478112321162","35.4641368915684","44.154789028418","54.5342598293605","56.0990147610533","57.7034045008656","59.361687268664","61.07","62.82","62.83","63","64","64.8960100995989","65.8","66.7","67.600443481006","68.500873675421","69.4824617821988","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Grenada","GRD","0","0","0","0","0","0","0","0.298032982","0.990883868","1.484854484","2.473166147","4.06390799146313","5.12810398216998","14.7588405454867","18.6451821830564","19.5706205843787","20.4878048780488","21.3959911692909","22.29","23.18","24.05","27","30","32","35","51.6","53.81","55.8564078225865","59.071735362999","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Guam","GUM","NA","0","NA","NA","NA","0.34845391","0.659530909","1.356106888","2.344571647","4.50128419","8.497176323","16.1131270423389","25.3802275337398","31.1922942556271","33.7166817880876","36.1617878387908","38.559877557558","43.8514430048178","46.1504736192355","48.4187021509296","50.6420283820435","54.04","57.7","61.5341593079002","65.4","69.27","73.139999947043","77.009999893206","80.5054655600831","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Guatemala","GTM","NA","0","NA","NA","NA","NA","0.002998005","0.019534871","0.095476021","0.466590444","0.592652945","0.712332904508925","1.7382017815873","3.39174627024502","4.54885490848324","5.1","5.7","6.5","7.3","8.3","9.3","10.5","12.3","16","19.7","23.4","28.8059415553524","34.5093260915602","65","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Guinea","GIN","NA","0","NA","NA","NA","0.000138318","0.000668589","0.001948942","0.003803109","0.006203369","0.060808919","0.0954249236063846","0.175541868491054","0.402022748744397","0.450960370842751","0.508819332302937","0.542254180996637","0.637492122987955","0.780025279059244","0.92","0.94","1","2","3.1","4.5","6.4","8.2","9.8","18","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Guinea-Bissau","GNB","NA","0","NA","NA","NA","NA","NA","NA","0.016389063","0.024060421","0.117702448","0.230103170591588","0.299569144677667","1.02299323436117","1.35419747762901","1.80814220342991","1.90136531610877","2.0571967045036","2.20630223745003","2.35488871087933","2.30328059172582","2.45","2.672","2.89399062085531","3.1","3.32","3.540706917021","3.761413832337","3.93050915199411","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Guyana","GUY","NA","0","NA","NA","NA","NA","NA","0.065854115","0.131828033","0.26408811","3.966354735","6.61149156572021","13.2069864958563","NA","NA","NA","NA","NA","13.8","18.2","23.9","29.9","30","30.5","31","32","34","35.66","37.3258367878094","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Haiti","HTI","NA","0","NA","NA","NA","NA","NA","0.007484253","NA","0.023999477","0.070658478","0.231270714628821","0.340832326173809","0.893432988337908","1.64735834557778","5.401261907622","6.37620163504938","6.79600048052951","7.2","7.6","8.1","8.37","9","9.8","10.6","11.4","12.1977","12.2326016070408","12.3261035817213","32.4736271300557","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Honduras","HND","NA","0","NA","NA","NA","NA","0.036775252","0.043711246","0.170996468","0.301247214","0.573575476","1.20385599891878","1.41528193123711","2.5974025974026","4.8","5.6","6.5","7.8","9.4","9.6","9.8","11.09","15.9","18.12","17.8","19.08","27.1","29.5","31.7","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Hong Kong SAR, China","HKG","NA","0","0.120955444","0.849527883","1.334568031","2.784198266","3.218635643","4.748838672","10.51875705","14.54597958","21.23068197","27.8277606812581","38.6714032309569","43.0823830278909","52.2000433497404","56.3998803935333","56.9","60.8","64.8","66.7","69.4","72","72.2","72.9","74.2","79.8662704309064","84.9483529634062","87.47941467","89.41594465","90.5073953294283","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Hungary","HUN","NA","0","0.00338263","0.048353421","0.193414395","0.483580975","0.677486054","0.969239536","1.942449872","3.894643278","5.857840749","6.99967635062916","14.5285543028277","16.67","21.63","27.74","38.97","47.06","53.3","61","62","65","68.0199878861296","70.579998153838","72.6439","75.6531974544103","72.8347","79.25941213","76.75054712","76.0743606365063","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Iceland","ISL","NA","0","0.505129002","1.53916008","2.667825265","6.794811784","11.2158757","14.80647932","27.47886875","36.2642065","41.29456671","44.470533824288","49.3929953676426","79.12","83.14","83.88","87","89.51","90.6","91","93","93.39","94.8196868008949","96.2097995545657","96.5468","98.16","98.2","98.2400162999185","98.26","99.0109539916991","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","India","IND","NA","0","NA","0.000111308","0.000218176","0.001069562","0.026228879","0.046333977","0.070767849","0.139027329","0.273224277","0.527532449930946","0.660146377009928","1.53787558175083","1.68648997063625","1.97613649190559","2.38807499995774","2.80549986534254","3.95","4.38","5.12","7.5","10.07","12.5800609138955","15.1","21","17","22","34.45","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Indonesia","IDN","NA","0","NA","NA","NA","0.001059744","0.026109477","0.056623989","0.194910264","0.255306646","0.444415936","0.925563864466858","2.01861385948459","2.13413573295808","2.38701977959476","2.60028587633414","3.60202476259646","4.76481313366657","5.78627472934199","7.91747938492903","6.92","10.92","12.28","14.52","14.94","17.14","21.9760677113476","25.4473537","32.2924418958799","39.9046386462913","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Iran, Islamic Rep.","IRN","NA","0","NA","NA","NA","0.000408332","0.004179752","0.01582608","0.046756094","0.099815221","0.378569095","0.934190019959829","1.48422133163363","4.62617511492205","6.93372195304053","7.49","8.1","8.76","9.47","12.02","13.8","15.9","19","22.73","29.95","39.35","45.3349758846986","53.22677167","64.04397362","70.0045522180671","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Iraq","IRQ","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.1","0.5","0.6","0.9","0.9","0.95234424383919","0.93","1","1.06","2.5","5","7.1","9.2","13.21","58","21.23","49.35999889","75.0000013115036","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Ireland","IRL","NA","0","0.056796044","0.169686377","0.281141005","0.558377222","1.108386328","2.199301832","4.08825507","8.096010043","10.93380859","17.8504672405807","23.1388121904053","25.85","34.31","36.99","41.61","54.82","61.158324551","65.34","67.38","69.85","74.8899729670944","76.919992540097","78.2477","83.4917223351728","83.4947916666667","85.01113212","84.1140070623844","84.5223020568612","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Isle of Man","IMN","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Israel","ISR","NA","0.110773866","0.2146241","0.310579197","0.398833333","0.57696646","0.93042297","2.1683676","4.399405482","10.30706995","13.43612191","20.8737899981674","17.3786238639049","17.7645990630493","19.5933936579649","22.7704855254035","25.1940424216829","27.8810744577346","48.1280621948445","59.39","63.12","67.5","68.8738779907441","70.8","70.250311945","75.0177531628076","77.3520896572253","79.65312418","81.58118359","83.7331390569778","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Italy","ITA","NA","0.017544562","0.035063256","0.070053433","0.122462053","0.192304619","0.524412787","1.023289903","2.276737834","4.558519565","14.37841019","23.1108742441037","27.2221169788811","28.04","29.04","33.24","35","37.99","40.79","44.53","48.83","53.68","54.3899983018814","55.829997993283","58.4593","55.6384602242293","58.1417349568747","61.32425277","63.077347","74.3871829234822","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Jamaica","JAM","NA","0","NA","NA","NA","0.036817104","0.109487986","0.591145842","0.797797441","1.978726318","2.355688556","3.11577802729967","3.8630203874764","6.1","7.8","10","12.8","16.4","21.1","23.6","24.3","27.67","37.438613414848","33.79","37.1","40.4027351046672","42.2212211907441","44.36685637","55.0720670507751","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Japan","JPN","NA","0.020293683","0.040438041","0.096678025","0.401277526","0.799684291","1.594363148","4.372981968","9.16307714","13.41404088","21.39129031","29.9907403589142","38.5320608612719","46.5942011179917","48.4352658899653","62.3939296327259","66.9210661042901","68.6852703213795","74.3","75.4","78","78.21","79.0541135244739","79.4964","88.219428911","89.1068330166075","91.0580283929962","93.18272128","84.58806583","91.2816084864932","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Jordan","JOR","NA","0","NA","NA","NA","NA","0.02323392","0.044938549","0.599341106","1.305888264","2.526965353","2.62327542156362","4.70571958094159","6.02553241191204","8.46600501623938","11.6587413706379","12.9328520457507","13.8671087882097","20","23","26","27.2","34.9","37","41.4","46.2","60.1143826895006","62.3021925670712","66.7903144326458","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Kazakhstan","KAZ","NA","0","NA","NA","NA","0.000521079","0.011302355","0.031824512","0.064596754","0.131069604","0.464277218","0.668594402621264","1.00612421099739","1.67477099516366","2.00041475265872","2.6503946570164","2.96170749150089","3.26836905115978","4.02","11","18.2","31.6","50.6","61.9066274652008","63.30422443","66","70.82993359566","74.58772647","76.42674823","78.9039190578816","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Kenya","KEN","NA","0","NA","NA","NA","NA","0.000727482","0.008839115","0.034406051","0.050261388","0.114256028","0.318059713612037","0.619782266151425","1.20777388492125","2.94190286101524","3.02352804209621","3.10189770248496","3.6","4.4","5.2","6.1","7.2","8.8","10.5","13","16.5","16.5878548475992","16.6","17.8271002088645","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Kiribati","KIR","NA","0","NA","NA","NA","NA","NA","NA","NA","0.616545618","1.211577838","1.78522547397736","2.33745894837722","2.5","3","3.5","4","4.5","6","7","8.97","9.07","10","10.7467976841839","11.5","12.25","12.99748389414","13.7","14.5818181818182","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Korea, Dem. People’s Rep.","PRK","NA","0","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Korea, Rep.","KOR","NA","0.023265092","0.046124435","0.098404337","0.249946523","0.311359364","0.81968667","1.624237192","3.600801564","6.781815468","23.55219445","44.7","56.6","59.4","65.5","72.7","73.5","78.1","78.8","81","81.6","83.7","83.7591201534472","84.07","84.77","87.5568264944747","89.9","92.84302568","95.06942188","96.0228595797887","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Kosovo","XKX","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","83.89359681","89.44303197","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Kuwait","KWT","NA","0","NA","NA","0.091082245","0.147162703","0.202898433","0.855662317","2.174535859","3.052397455","4.756222209","6.73139576837536","8.55179243431475","10.2489679289296","22.4029383804612","22.9271120360078","25.9261083689107","28.7911979549612","34.8","42","50.8","61.4","65.7690706867398","70.45","75.46","78.7","72","78.36738376","100","99.5988495907557","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Kyrgyz Republic","KGZ","NA","0","NA","NA","NA","NA","NA","NA","NA","0.072808334","0.20471135","1.04140114469361","3.00294132719239","2.99926518003089","3.90876626828521","5.09038530732863","10.5338013405507","12.3069069959465","14.03","15.7","16","16.3","17.5","19.8","23","28.3","30.247042775311","37","38","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Lao PDR","LAO","NA","0","NA","NA","NA","NA","NA","NA","NA","0.009657814","0.037780708","0.111044032290124","0.181664460654566","0.267899241309349","0.333912466428616","0.361434490258043","0.850357490288917","1.16989342772256","1.64","3.55","6","7","9","10.747676189122","12.5","14.26","18.2","21.87","25.5104350823024","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Latvia","LVA","NA","0","NA","NA","NA","NA","NA","0.812717072","2.053454712","3.315267886","4.387409055","6.31906208267861","7.21934580836289","21.94","26.98","38.58","46","53.63","59.17","63.41","66.84","68.42","69.7499545592245","73.1199437663748","75.2344","75.83","79.2006","79.84209778","80.114077","83.5771748630956","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Lebanon","LBN","NA","0","NA","NA","NA","NA","0.071617991","0.140166939","1.241079739","2.722352199","5.376809498","7.95274373635276","6.78321977527715","7","8","9","10.14","15","18.74","22.53","30.14","43.68","52","61.249785718304","70.5","73","74","76.11","78.1807748907671","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Lesotho","LSO","NA","0","NA","NA","NA","NA","NA","0.00284594","0.005584433","0.010956533","0.05380446","0.211806070361977","0.261150063093855","1.08394313737534","1.53249659019509","2.17552433931097","2.58024548419449","2.97970818724486","3.44543125970873","3.58","3.72","3.86","7","10","15","22","25","27.36","29","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Liberia","LBR","NA","0","NA","NA","NA","NA","NA","NA","0.004489443","0.004099387","0.011328732","0.0177027057169472","0.033812227177592","0.0327133071190699","0.0318689345450327","0.0310111848040233","NA","NA","0.551376580555429","0.53","2","2.3","2.5","2.6","3.2","5.41","33","7.31910641139578","7.98447972152267","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Libya","LBY","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0.133617289","0.187042622337565","0.366533175284228","2.24441822165946","2.81451798740855","3.53283816154549","3.91778797710285","4.30105178913002","4.72199937850513","9","10.8","14","14","NA","16.5","17.76","19.016079781565","20.27215956269","21.7589206159252","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Liechtenstein","LIE","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","36.5152298938015","45.1168526483592","59.4707106749926","58.8096918372148","64.0074481394199","63.3713561470216","64.2141613630526","65.080218443168","70","75","80","85","89.4077","93.8","95.21","96.6411950959488","98.0939038921672","98.1","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Lithuania","LTU","NA","0","NA","NA","NA","NA","NA","0.277421291","0.978422157","1.972063745","2.9230547","6.42706749477765","7.17935699381369","17.69","25.91","31.23","36.22","43.9","49.9","55.22","59.76","62.12","63.6399774002179","67.2299893276414","68.4529","72.13","71.378","74.37664556","77.61525651","79.7225827680518","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Luxembourg","LUX","NA","0","NA","0.153198791","0.302155121","0.496486119","1.590941911","5.551653306","7.142704085","11.74555372","17.3879578","22.8873279731211","36.163422506306","39.84","54.55","65.88","70","72.51","78.92","82.23","87.31","90.62","90.0298585646936","91.9499237417387","93.7765","94.67","96.38","98.13669867","97.36296032","97.061298705829","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Macao SAR, China","MAC","NA","0","NA","NA","NA","0.036993376","0.280014086","0.727273598","2.364127672","7.003324245","9.212005085","13.6085897418451","22.5212167700561","25.1718801643395","25.7421239826498","31.4840973824121","34.8629271733959","46.4","47.327","49.24","54","55.198","60.2036967182195","61.31","65.8","69.78","77.6001318608868","81.64298546","83.17408907","83.7940896091516","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Madagascar","MDG","NA","0","NA","NA","NA","NA","NA","0.003695196","0.014333647","0.062561023","0.168608781","0.196394691006341","0.222511586178292","0.339720154596142","0.423252419277809","0.525353654946669","0.567721802237403","0.607552238860378","0.65","1.65","1.63","1.7","1.9","2.3","3","3.7","4.173972190007","4.713662899498","9.8","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Malawi","MWI","NA","0","NA","NA","NA","NA","NA","NA","0.004668518","0.018057365","0.087278755","0.126780944756387","0.164020725330811","0.21509472652259","0.278815116302304","0.347505334967577","0.384489334082782","0.425137489606563","0.965864736553132","0.7","1.07","2.26","3.33","4.3506","5.05","5.83","5.3","11.47","13.7821643919877","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Malaysia","MYS","NA","0","NA","0.001047822","0.025538478","0.099607417","0.145673837","0.852044466","2.307393234","6.751770483","12.3055022","21.3847311644538","26.6959725007084","32.3382043389359","34.9711523397291","42.2522656295248","48.629170245984","51.6379889864403","55.7","55.8","55.9","56.3","61","65.8","57.05751226","63.6654258813225","71.0640678111957","78.78830993","80.14047901","81.2010486181174","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Maldives","MDV","0","0","0","0","0","0","0","0.22693009","0.309444238","0.569627464","1.119908615","2.2038729393788","3.61729064930367","5.3477651689359","5.97659284988557","6.58825487530861","6.86960506696215","11.0363527828647","16.3","23.2","24.8","26.53","34","38.9301","44.1","49.28","54.461955146942","59.0925899654109","63.1856658848485","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Mali","MLI","NA","0","NA","NA","NA","NA","NA","0.002055228","0.010085919","0.019793888","0.060909873","0.142545755049184","0.185897413256084","0.2270455784917","0.310364443230575","0.432819639900985","0.507063135952247","0.729627280833101","0.81","1.57","1.8","2","2.2","2.8","3.5","7","10.33","11.1121864890589","13","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Malta","MLT","NA","0","NA","NA","NA","NA","0.224995699","1.051527475","3.920605132","6.500783995","7.759798038","13.1137087111024","17.8778483243348","28.92","31.64","34.62","41.24","40.41","46.9","50.08","58.86","63","68.0198237885462","68.1998742928975","68.9138","73.17","75.96","78.0751488032182","81.0119110762945","81.6580454874453","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Marshall Islands","MHL","NA","0","0","0","0","0","0","0.037059432","NA","NA","0.966071567","1.53427179624871","1.7066140776699","2.33544457522934","2.5697503671072","3.59977681383754","3.8787023977433","3.79559021427832","3.95","4.6","5.6","7","10","12.5","14","16.8","19.282441803511","29.7877793626081","38.701162619829","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Mauritania","MRT","NA","0","NA","NA","NA","NA","NA","NA","0.004172527","0.040594795","0.118464464","0.192031462434805","0.261448551967195","0.363229414608579","0.424004895843197","0.481470438230954","0.669966474877597","0.97966125273203","1.43361319586788","1.87","2.28","4","4.5","5","6.2","10.7","15.199126690825","18","20.80096366143","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Mauritius","MUS","NA","0","NA","NA","NA","NA","NA","0.183769158","0.475629193","2.565279962","4.652213227","7.28153511499385","8.78090401892036","10.252624671916","12.1871062041308","13.6890885885342","15.1722287524914","16.7","20.22","21.81","22.51","28.33","34.95","35.42","40.116825135","44.8032753683379","50.1393184766711","52.19132594","55.4032403002657","58.596169704299","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Mexico","MEX","NA","0","0.005880695","0.01730781","0.028305042","0.043339167","0.10256419","0.20040628","0.62731154","1.265783278","1.857436221","5.08138415338066","7.0380231165045","11.9","12.9","14.1","17.21","19.52","20.81","21.71","26.34","31.05","37.1762954125184","39.75","43.46","44.39","57.4310429923633","59.540446","63.85224909","65.7726344759233","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Micronesia, Fed. Sts.","FSM","NA","0","NA","NA","NA","NA","NA","0.278037795","0.570676845","1.858718785","2.797594069","3.73486213690137","4.66052719883673","5.57009970478472","9.23250210039423","11.0178673081514","11.8813690993008","12.7503392500979","13.6211327333981","14.49","15.35","20","22.8","25.9744230029883","27.8","29.65","31.501081275309","33.352162552269","35.3040528661747","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Moldova","MDA","NA","0","NA","NA","NA","0.000825391","0.003457217","0.004643901","0.028128808","0.260818206","0.600695269","1.28284641670022","1.48781295215565","3.78724279887342","7.40754458415897","10.629390841654","14.6302704551796","19.6206477051634","20.45","23.39","27.5","32.3","38","43.37","60","67","69","70.99999911","76.1245198931608","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Monaco","MCO","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","42.1848634460346","46.6461423640265","48.0471171729696","49.4911689195459","52.4901966838546","55.4648260561427","61.4760397135217","64.3776824034335","67.25","70.1","75","80.3","87","90.7","92.4","93.3633020180933","95.2081779700534","97.0529768369275","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Mongolia","MNG","NA","0","NA","NA","NA","NA","0.008811225","0.018160749","0.112742554","0.145810542","0.50847156","1.25565200358112","1.65323823906982","2.0395726034818","NA","NA","NA","NA","9","9.8","10","10.2","12.4999911084745","16.4","17.699984237","19.9424474349209","22.5000041337688","22.2657705","23.7142651737061","47.1609401961253","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Montenegro","MNE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25.3500686036232","27.1","28.9","30.8","32.9","35.1","37.5","35.6115412460109","56.8387825490631","60.31","61","68.1195810359317","69.88164684","71.27233254","71.51712879353","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Morocco","MAR","NA","0","NA","NA","NA","NA","0.003710492","0.005675444","0.021635203","0.142300767","0.175595345","0.693791244805455","1.37143810096418","2.37325319241544","3.35336668122363","11.6079347729582","15.0844445240204","19.7711915653115","21.5","33.1","41.3","52","46.107482597","55.4160531914894","56","56.8","57.08","58.27123642","61.76221201","64.8038651924043","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Mozambique","MOZ","NA","0","NA","NA","NA","NA","NA","0.003042979","0.011842611","0.020197055","0.056250629","0.109592530041641","0.160031946644069","0.259612611253739","0.419538843913707","0.679447835392438","0.854357118107528","0.842954488044236","0.91","1.56","2.68","4.17","4.3","6","7.29393733","9.236314896","16.93353299","17.5212390868424","10","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Myanmar","MMR","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","0.000151709","NA","0.000289277380848561","0.00042649350636189","0.0240641491408465","0.024337392002823","0.0652388555011476","0.18204833106115","0.217128445069958","0.22","0.22","0.25","0.98","4","8","11.52","21.72583401","25.07330424","30.6781831132592","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Namibia","NAM","NA","0","NA","NA","NA","NA","0.006172051","0.009032145","0.058750679","0.286745093","0.336217708","1.64473954726899","2.41697944170998","2.63369976876116","3.35983988553801","3.8047156152631","4.01004664442375","4.39887064732726","4.83561077833704","5.32900377208954","6.5","11.6","12","12.9414","13.9","14.84","25.68785182","31.0333459383454","51","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Nauru","NRU","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.98715523250025","NA","NA","NA","NA","NA","NA","NA","NA","NA","54","NA","NA","NA","NA","NA","57","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Nepal","NPL","0","0","0","0","0","0","0.000924878","0.004510473","0.021998858","0.064393596","0.146668869","0.204651683653029","0.240015303375743","0.312956060108532","0.382810917017044","0.449843651215974","0.82655126590551","1.14138916388191","1.41","1.73","1.97","7.93","9","11.1493","13.3","15.44","17.58161800656","19.688763836629","34","NA","NA"
Individuals using the Internet (% of population),"IT.NET.USER.ZS","Netherlands","NLD","NA","0.334386942","0.531496128","1.320008028","1.967087737","3.257308831","6.47315766","9.649069145","14.0655114","22.24382769","39.17600725","43.984351373138","49.3730621073123","61.29","64.35","68.52","81","83.7","85.82","87.42","89.63","90.72","91.4199957622284","92.859992359525","93.9564","91.666666","91.7241379310345","90.4109589","93.19727891","94.7120737217303","NA"
